season,host_country,host_city,stadium_name,match_date,match_type,innings_number,bowling_position,player_name,player_team,opposition_team,balls_bowled,maidens,runs_conceded,dots,fours_conceded,sixes_conceded,wides,noballs,economy_rate,wickets_taken,total_wickets_taken_by_team,match_winning_team,note
2020,United Arab Emirates,Dubai,Dubai International Cricket Stadium,01-11-2020,54th Match,1,4,BA Stokes,Rajasthan Royals,Kolkata Knight Riders,18,0,40,5,2,4,0,0,13.33,0,7,Kolkata Knight Riders,
2020,United Arab Emirates,Dubai,Dubai International Cricket Stadium,01-11-2020,54th Match,1,3,S Gopal,Rajasthan Royals,Kolkata Knight Riders,18,0,44,4,6,2,1,0,14.66,1,7,Kolkata Knight Riders,
2020,United Arab Emirates,Dubai,Dubai International Cricket Stadium,01-11-2020,54th Match,1,2,VR Aaron,Rajasthan Royals,Kolkata Knight Riders,12,0,22,5,5,0,0,0,11.0,0,7,Kolkata Knight Riders,
2020,United Arab Emirates,Dubai,Dubai International Cricket Stadium,01-11-2020,54th Match,1,1,JC Archer,Rajasthan Royals,Kolkata Knight Riders,24,0,19,15,1,1,0,0,4.75,1,7,Kolkata Knight Riders,
2020,United Arab Emirates,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",01-11-2020,53rd Match,2,6,CH Gayle,Punjab Kings,Chennai Super Kings,5,0,5,0,0,0,0,0,6.0,0,1,Chennai Super Kings,
2020,United Arab Emirates,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",01-11-2020,53rd Match,2,5,M Ashwin,Punjab Kings,Chennai Super Kings,24,0,17,8,0,0,0,0,4.25,0,1,Chennai Super Kings,
2020,United Arab Emirates,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",01-11-2020,53rd Match,2,4,Ravi Bishnoi,Punjab Kings,Chennai Super Kings,24,0,39,6,5,1,1,0,9.75,0,1,Chennai Super Kings,
2020,United Arab Emirates,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",01-11-2020,53rd Match,2,3,CJ Jordan,Punjab Kings,Chennai Super Kings,18,0,31,4,2,1,0,0,10.33,1,1,Chennai Super Kings,
2020,United Arab Emirates,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",01-11-2020,53rd Match,2,2,Mohammed Shami,Punjab Kings,Chennai Super Kings,24,0,29,12,3,0,1,0,7.25,0,1,Chennai Super Kings,
2020,United Arab Emirates,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",01-11-2020,53rd Match,2,1,JDS Neesham,Punjab Kings,Chennai Super Kings,18,0,26,8,2,1,1,0,8.66,0,1,Chennai Super Kings,
2020,United Arab Emirates,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",01-11-2020,53rd Match,1,6,RA Jadeja,Chennai Super Kings,Punjab Kings,18,0,17,5,0,0,0,0,5.66,1,6,Chennai Super Kings,
2020,United Arab Emirates,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",01-11-2020,53rd Match,1,5,Imran Tahir,Chennai Super Kings,Punjab Kings,24,0,24,6,0,1,0,0,6.0,1,6,Chennai Super Kings,
2020,United Arab Emirates,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",01-11-2020,53rd Match,1,4,L Ngidi,Chennai Super Kings,Punjab Kings,24,0,39,11,3,3,1,0,9.75,3,6,Chennai Super Kings,
2020,United Arab Emirates,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",01-11-2020,53rd Match,1,3,SN Thakur,Chennai Super Kings,Punjab Kings,24,0,27,8,3,0,0,0,6.75,1,6,Chennai Super Kings,
2020,United Arab Emirates,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",01-11-2020,53rd Match,1,2,SM Curran,Chennai Super Kings,Punjab Kings,12,0,15,3,2,0,0,0,7.5,0,6,Chennai Super Kings,
2020,United Arab Emirates,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",01-11-2020,53rd Match,1,1,DL Chahar,Chennai Super Kings,Punjab Kings,18,0,30,5,4,1,0,0,10.0,0,6,Chennai Super Kings,
2020,United Arab Emirates,Sharjah,Sharjah Cricket Stadium,31-10-2020,52nd Match,2,6,I Udana,Royal Challengers Bengaluru,Sunrisers Hyderabad,18,0,20,8,1,1,0,0,6.66,1,5,Sunrisers Hyderabad,
2020,United Arab Emirates,Sharjah,Sharjah Cricket Stadium,31-10-2020,52nd Match,2,5,YS Chahal,Royal Challengers Bengaluru,Sunrisers Hyderabad,19,0,19,8,1,1,0,0,6.0,2,5,Sunrisers Hyderabad,
2020,United Arab Emirates,Sharjah,Sharjah Cricket Stadium,31-10-2020,52nd Match,2,4,Mohammed Siraj,Royal Challengers Bengaluru,Sunrisers Hyderabad,6,0,12,3,1,1,0,0,12.0,0,5,Sunrisers Hyderabad,
2020,United Arab Emirates,Sharjah,Sharjah Cricket Stadium,31-10-2020,52nd Match,2,3,NA Saini,Royal Challengers Bengaluru,Sunrisers Hyderabad,12,0,30,5,2,3,1,0,15.0,1,5,Sunrisers Hyderabad,
2020,United Arab Emirates,Sharjah,Sharjah Cricket Stadium,31-10-2020,52nd Match,2,2,Washington Sundar,Royal Challengers Bengaluru,Sunrisers Hyderabad,18,0,21,7,1,1,0,0,7.0,1,5,Sunrisers Hyderabad,
2020,United Arab Emirates,Sharjah,Sharjah Cricket Stadium,31-10-2020,52nd Match,2,1,CH Morris,Royal Challengers Bengaluru,Sunrisers Hyderabad,12,0,19,4,2,0,4,0,9.5,0,5,Sunrisers Hyderabad,
2020,United Arab Emirates,Sharjah,Sharjah Cricket Stadium,31-10-2020,52nd Match,1,5,Rashid Khan,Sunrisers Hyderabad,Royal Challengers Bengaluru,24,0,24,13,2,0,2,0,6.0,1,7,Sunrisers Hyderabad,
2020,United Arab Emirates,Sharjah,Sharjah Cricket Stadium,31-10-2020,52nd Match,1,4,S Nadeem,Sunrisers Hyderabad,Royal Challengers Bengaluru,24,0,35,3,2,1,0,0,8.75,1,7,Sunrisers Hyderabad,
2020,United Arab Emirates,Sharjah,Sharjah Cricket Stadium,31-10-2020,52nd Match,1,3,T Natarajan,Sunrisers Hyderabad,Royal Challengers Bengaluru,24,0,11,16,1,0,0,0,2.75,1,7,Sunrisers Hyderabad,
2020,United Arab Emirates,Sharjah,Sharjah Cricket Stadium,31-10-2020,52nd Match,1,2,JO Holder,Sunrisers Hyderabad,Royal Challengers Bengaluru,24,0,27,9,3,0,1,0,6.75,2,7,Sunrisers Hyderabad,
2020,United Arab Emirates,Sharjah,Sharjah Cricket Stadium,31-10-2020,52nd Match,1,1,Sandeep Sharma,Sunrisers Hyderabad,Royal Challengers Bengaluru,24,0,20,9,1,0,1,0,5.0,2,7,Sunrisers Hyderabad,
2020,United Arab Emirates,Dubai,Dubai International Cricket Stadium,31-10-2020,51st Match,2,6,HV Patel,Delhi Capitals,Mumbai Indians,6,0,8,2,1,0,1,0,8.0,0,1,Mumbai Indians,
2020,United Arab Emirates,Dubai,Dubai International Cricket Stadium,31-10-2020,51st Match,2,5,P Dubey,Delhi Capitals,Mumbai Indians,18,0,29,4,3,1,0,0,9.66,0,1,Mumbai Indians,
2020,United Arab Emirates,Dubai,Dubai International Cricket Stadium,31-10-2020,51st Match,2,4,MP Stoinis,Delhi Capitals,Mumbai Indians,6,0,4,2,0,0,0,0,4.0,0,1,Mumbai Indians,
2020,United Arab Emirates,Dubai,Dubai International Cricket Stadium,31-10-2020,51st Match,2,3,A Nortje,Delhi Capitals,Mumbai Indians,14,0,25,6,4,1,0,0,10.71,1,1,Mumbai Indians,
2020,United Arab Emirates,Dubai,Dubai International Cricket Stadium,31-10-2020,51st Match,2,2,K Rabada,Delhi Capitals,Mumbai Indians,18,0,27,7,2,1,0,0,9.0,0,1,Mumbai Indians,
2020,United Arab Emirates,Dubai,Dubai International Cricket Stadium,31-10-2020,51st Match,2,1,R Ashwin,Delhi Capitals,Mumbai Indians,24,0,18,11,1,0,0,0,4.5,0,1,Mumbai Indians,
2020,United Arab Emirates,Dubai,Dubai International Cricket Stadium,31-10-2020,51st Match,1,6,RD Chahar,Mumbai Indians,Delhi Capitals,24,0,24,10,2,0,0,0,6.0,1,9,Mumbai Indians,
2020,United Arab Emirates,Dubai,Dubai International Cricket Stadium,31-10-2020,51st Match,1,5,NM Coulter-Nile,Mumbai Indians,Delhi Capitals,12,0,14,6,0,1,0,0,7.0,1,9,Mumbai Indians,
2020,United Arab Emirates,Dubai,Dubai International Cricket Stadium,31-10-2020,51st Match,1,4,JJ Bumrah,Mumbai Indians,Delhi Capitals,24,0,17,15,2,0,1,0,4.25,3,9,Mumbai Indians,
2020,United Arab Emirates,Dubai,Dubai International Cricket Stadium,31-10-2020,51st Match,1,3,J Yadav,Mumbai Indians,Delhi Capitals,18,0,18,6,0,1,0,0,6.0,0,9,Mumbai Indians,
2020,United Arab Emirates,Dubai,Dubai International Cricket Stadium,31-10-2020,51st Match,1,2,KH Pandya,Mumbai Indians,Delhi Capitals,18,0,13,9,1,0,1,0,4.33,0,9,Mumbai Indians,
2020,United Arab Emirates,Dubai,Dubai International Cricket Stadium,31-10-2020,51st Match,1,1,TA Boult,Mumbai Indians,Delhi Capitals,24,0,21,16,2,1,0,0,5.25,3,9,Mumbai Indians,
2020,United Arab Emirates,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",30-10-2020,50th Match,2,5,Ravi Bishnoi,Punjab Kings,Rajasthan Royals,24,0,27,10,2,1,1,0,6.75,0,3,Rajasthan Royals,
2020,United Arab Emirates,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",30-10-2020,50th Match,2,4,CJ Jordan,Punjab Kings,Rajasthan Royals,21,0,44,6,3,3,2,0,12.57,1,3,Rajasthan Royals,
2020,United Arab Emirates,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",30-10-2020,50th Match,2,3,M Ashwin,Punjab Kings,Rajasthan Royals,24,0,43,7,2,4,0,0,10.75,1,3,Rajasthan Royals,
2020,United Arab Emirates,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",30-10-2020,50th Match,2,2,Mohammed Shami,Punjab Kings,Rajasthan Royals,18,0,36,6,6,1,0,0,12.0,0,3,Rajasthan Royals,
2020,United Arab Emirates,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",30-10-2020,50th Match,2,1,Arshdeep Singh,Punjab Kings,Rajasthan Royals,18,0,34,3,4,1,0,0,11.33,0,3,Rajasthan Royals,
2020,United Arab Emirates,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",30-10-2020,50th Match,1,6,R Tewatia,Rajasthan Royals,Punjab Kings,18,0,22,6,0,2,0,0,7.33,0,4,Rajasthan Royals,
2020,United Arab Emirates,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",30-10-2020,50th Match,1,5,BA Stokes,Rajasthan Royals,Punjab Kings,24,0,32,6,2,1,3,0,8.0,2,4,Rajasthan Royals,
2020,United Arab Emirates,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",30-10-2020,50th Match,1,4,S Gopal,Rajasthan Royals,Punjab Kings,6,0,10,1,0,1,0,0,10.0,0,4,Rajasthan Royals,
2020,United Arab Emirates,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",30-10-2020,50th Match,1,3,Kartik Tyagi,Rajasthan Royals,Punjab Kings,24,0,47,9,3,4,0,1,11.75,0,4,Rajasthan Royals,
2020,United Arab Emirates,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",30-10-2020,50th Match,1,2,VR Aaron,Rajasthan Royals,Punjab Kings,24,0,47,12,2,4,4,1,11.75,0,4,Rajasthan Royals,
2020,United Arab Emirates,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",30-10-2020,50th Match,1,1,JC Archer,Rajasthan Royals,Punjab Kings,24,0,26,13,3,1,0,0,6.5,2,4,Rajasthan Royals,
2020,United Arab Emirates,Dubai,Dubai International Cricket Stadium,29-10-2020,49th Match,2,6,N Rana,Kolkata Knight Riders,Chennai Super Kings,6,0,16,0,3,0,1,0,16.0,0,4,Chennai Super Kings,
2020,United Arab Emirates,Dubai,Dubai International Cricket Stadium,29-10-2020,49th Match,2,5,CV Varun,Kolkata Knight Riders,Chennai Super Kings,24,0,20,13,1,1,0,0,5.0,2,4,Chennai Super Kings,
2020,United Arab Emirates,Dubai,Dubai International Cricket Stadium,29-10-2020,49th Match,2,4,LH Ferguson,Kolkata Knight Riders,Chennai Super Kings,24,0,54,4,6,2,2,1,13.5,0,4,Chennai Super Kings,
2020,United Arab Emirates,Dubai,Dubai International Cricket Stadium,29-10-2020,49th Match,2,3,SP Narine,Kolkata Knight Riders,Chennai Super Kings,24,0,23,5,1,0,0,0,5.75,0,4,Chennai Super Kings,
2020,United Arab Emirates,Dubai,Dubai International Cricket Stadium,29-10-2020,49th Match,2,2,KL Nagarkoti,Kolkata Knight Riders,Chennai Super Kings,18,0,34,6,0,4,0,0,11.33,0,4,Chennai Super Kings,
2020,United Arab Emirates,Dubai,Dubai International Cricket Stadium,29-10-2020,49th Match,2,1,PJ Cummins,Kolkata Knight Riders,Chennai Super Kings,24,0,31,10,4,0,1,0,7.75,2,4,Chennai Super Kings,
2020,United Arab Emirates,Dubai,Dubai International Cricket Stadium,29-10-2020,49th Match,1,6,KV Sharma,Chennai Super Kings,Kolkata Knight Riders,24,0,35,9,0,4,0,0,8.75,1,5,Chennai Super Kings,
2020,United Arab Emirates,Dubai,Dubai International Cricket Stadium,29-10-2020,49th Match,1,5,RA Jadeja,Chennai Super Kings,Kolkata Knight Riders,18,0,20,6,2,0,0,0,6.66,1,5,Chennai Super Kings,
2020,United Arab Emirates,Dubai,Dubai International Cricket Stadium,29-10-2020,49th Match,1,4,MJ Santner,Chennai Super Kings,Kolkata Knight Riders,18,0,30,5,4,1,0,0,10.0,1,5,Chennai Super Kings,
2020,United Arab Emirates,Dubai,Dubai International Cricket Stadium,29-10-2020,49th Match,1,3,L Ngidi,Chennai Super Kings,Kolkata Knight Riders,24,0,34,9,5,0,1,0,8.5,2,5,Chennai Super Kings,
2020,United Arab Emirates,Dubai,Dubai International Cricket Stadium,29-10-2020,49th Match,1,2,SM Curran,Chennai Super Kings,Kolkata Knight Riders,18,0,21,8,3,0,0,0,7.0,0,5,Chennai Super Kings,
2020,United Arab Emirates,Dubai,Dubai International Cricket Stadium,29-10-2020,49th Match,1,1,DL Chahar,Chennai Super Kings,Kolkata Knight Riders,18,0,31,5,6,0,0,0,10.33,0,5,Chennai Super Kings,
2020,United Arab Emirates,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",28-10-2020,48th Match,2,5,YS Chahal,Royal Challengers Bengaluru,Mumbai Indians,24,0,37,8,3,2,0,0,9.25,2,5,Mumbai Indians,
2020,United Arab Emirates,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",28-10-2020,48th Match,2,4,Mohammed Siraj,Royal Challengers Bengaluru,Mumbai Indians,19,0,28,10,5,0,1,0,8.84,2,5,Mumbai Indians,
2020,United Arab Emirates,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",28-10-2020,48th Match,2,3,Washington Sundar,Royal Challengers Bengaluru,Mumbai Indians,24,0,20,10,1,0,1,0,5.0,0,5,Mumbai Indians,
2020,United Arab Emirates,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",28-10-2020,48th Match,2,2,DW Steyn,Royal Challengers Bengaluru,Mumbai Indians,24,0,43,10,3,3,3,0,10.75,0,5,Mumbai Indians,
2020,United Arab Emirates,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",28-10-2020,48th Match,2,1,CH Morris,Royal Challengers Bengaluru,Mumbai Indians,24,0,36,10,3,2,1,0,9.0,1,5,Mumbai Indians,
2020,United Arab Emirates,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",28-10-2020,48th Match,1,6,KA Pollard,Mumbai Indians,Royal Challengers Bengaluru,6,0,5,2,0,0,0,0,5.0,1,6,Mumbai Indians,
2020,United Arab Emirates,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",28-10-2020,48th Match,1,5,RD Chahar,Mumbai Indians,Royal Challengers Bengaluru,24,0,43,8,6,1,1,0,10.75,1,6,Mumbai Indians,
2020,United Arab Emirates,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",28-10-2020,48th Match,1,4,JL Pattinson,Mumbai Indians,Royal Challengers Bengaluru,18,0,35,4,5,1,0,0,11.66,0,6,Mumbai Indians,
2020,United Arab Emirates,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",28-10-2020,48th Match,1,3,KH Pandya,Mumbai Indians,Royal Challengers Bengaluru,24,0,27,8,3,0,0,0,6.75,0,6,Mumbai Indians,
2020,United Arab Emirates,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",28-10-2020,48th Match,1,2,JJ Bumrah,Mumbai Indians,Royal Challengers Bengaluru,24,1,14,15,1,0,1,0,3.5,3,6,Mumbai Indians,
2020,United Arab Emirates,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",28-10-2020,48th Match,1,1,TA Boult,Mumbai Indians,Royal Challengers Bengaluru,24,0,40,10,6,1,1,0,10.0,1,6,Mumbai Indians,
2020,United Arab Emirates,Dubai,Dubai International Cricket Stadium,27-10-2020,47th Match,2,7,DA Warner,Sunrisers Hyderabad,Delhi Capitals,1,0,2,0,0,0,1,0,12.0,0,10,Sunrisers Hyderabad,
2020,United Arab Emirates,Dubai,Dubai International Cricket Stadium,27-10-2020,47th Match,2,6,V Shankar,Sunrisers Hyderabad,Delhi Capitals,11,0,11,3,1,0,0,0,6.0,1,10,Sunrisers Hyderabad,
2020,United Arab Emirates,Dubai,Dubai International Cricket Stadium,27-10-2020,47th Match,2,5,T Natarajan,Sunrisers Hyderabad,Delhi Capitals,24,0,26,11,2,1,0,0,6.5,2,10,Sunrisers Hyderabad,
2020,United Arab Emirates,Dubai,Dubai International Cricket Stadium,27-10-2020,47th Match,2,4,Rashid Khan,Sunrisers Hyderabad,Delhi Capitals,24,0,7,17,0,0,0,0,1.75,3,10,Sunrisers Hyderabad,
2020,United Arab Emirates,Dubai,Dubai International Cricket Stadium,27-10-2020,47th Match,2,3,JO Holder,Sunrisers Hyderabad,Delhi Capitals,24,0,46,6,5,2,1,0,11.5,1,10,Sunrisers Hyderabad,
2020,United Arab Emirates,Dubai,Dubai International Cricket Stadium,27-10-2020,47th Match,2,2,S Nadeem,Sunrisers Hyderabad,Delhi Capitals,6,0,8,2,1,0,1,0,8.0,1,10,Sunrisers Hyderabad,
2020,United Arab Emirates,Dubai,Dubai International Cricket Stadium,27-10-2020,47th Match,2,1,Sandeep Sharma,Sunrisers Hyderabad,Delhi Capitals,24,0,27,11,4,0,2,0,6.75,2,10,Sunrisers Hyderabad,
2020,United Arab Emirates,Dubai,Dubai International Cricket Stadium,27-10-2020,47th Match,1,6,MP Stoinis,Delhi Capitals,Sunrisers Hyderabad,12,0,15,2,1,0,0,0,7.5,0,2,Sunrisers Hyderabad,
2020,United Arab Emirates,Dubai,Dubai International Cricket Stadium,27-10-2020,47th Match,1,5,TU Deshpande,Delhi Capitals,Sunrisers Hyderabad,18,0,35,3,4,1,0,0,11.66,0,2,Sunrisers Hyderabad,
2020,United Arab Emirates,Dubai,Dubai International Cricket Stadium,27-10-2020,47th Match,1,4,AR Patel,Delhi Capitals,Sunrisers Hyderabad,24,0,36,7,3,1,1,0,9.0,0,2,Sunrisers Hyderabad,
2020,United Arab Emirates,Dubai,Dubai International Cricket Stadium,27-10-2020,47th Match,1,3,R Ashwin,Delhi Capitals,Sunrisers Hyderabad,18,0,35,4,4,1,0,0,11.66,1,2,Sunrisers Hyderabad,
2020,United Arab Emirates,Dubai,Dubai International Cricket Stadium,27-10-2020,47th Match,1,2,K Rabada,Delhi Capitals,Sunrisers Hyderabad,24,0,54,6,7,2,0,0,13.5,0,2,Sunrisers Hyderabad,
2020,United Arab Emirates,Dubai,Dubai International Cricket Stadium,27-10-2020,47th Match,1,1,A Nortje,Delhi Capitals,Sunrisers Hyderabad,24,0,37,11,6,0,3,0,9.25,1,2,Sunrisers Hyderabad,
2020,United Arab Emirates,Sharjah,Sharjah Cricket Stadium,26-10-2020,46th Match,2,5,LH Ferguson,Kolkata Knight Riders,Punjab Kings,23,0,32,9,4,1,1,0,8.34,1,2,Punjab Kings,
2020,United Arab Emirates,Sharjah,Sharjah Cricket Stadium,26-10-2020,46th Match,2,4,SP Narine,Kolkata Knight Riders,Punjab Kings,24,0,27,9,0,2,0,0,6.75,0,2,Punjab Kings,
2020,United Arab Emirates,Sharjah,Sharjah Cricket Stadium,26-10-2020,46th Match,2,3,CV Varun,Kolkata Knight Riders,Punjab Kings,24,0,34,10,3,2,0,0,8.5,1,2,Punjab Kings,
2020,United Arab Emirates,Sharjah,Sharjah Cricket Stadium,26-10-2020,46th Match,2,2,M Prasidh Krishna,Kolkata Knight Riders,Punjab Kings,18,0,24,7,4,0,0,0,8.0,0,2,Punjab Kings,
2020,United Arab Emirates,Sharjah,Sharjah Cricket Stadium,26-10-2020,46th Match,2,1,PJ Cummins,Kolkata Knight Riders,Punjab Kings,24,0,31,13,3,2,0,0,7.75,0,2,Punjab Kings,
2020,United Arab Emirates,Sharjah,Sharjah Cricket Stadium,26-10-2020,46th Match,1,6,Ravi Bishnoi,Punjab Kings,Kolkata Knight Riders,24,1,20,11,0,1,0,0,5.0,2,9,Punjab Kings,
2020,United Arab Emirates,Sharjah,Sharjah Cricket Stadium,26-10-2020,46th Match,1,5,CJ Jordan,Punjab Kings,Kolkata Knight Riders,24,0,25,11,3,0,2,0,6.25,2,9,Punjab Kings,
2020,United Arab Emirates,Sharjah,Sharjah Cricket Stadium,26-10-2020,46th Match,1,4,M Ashwin,Punjab Kings,Kolkata Knight Riders,24,0,27,13,2,2,0,0,6.75,1,9,Punjab Kings,
2020,United Arab Emirates,Sharjah,Sharjah Cricket Stadium,26-10-2020,46th Match,1,3,Arshdeep Singh,Punjab Kings,Kolkata Knight Riders,12,0,18,5,3,0,1,0,9.0,0,9,Punjab Kings,
2020,United Arab Emirates,Sharjah,Sharjah Cricket Stadium,26-10-2020,46th Match,1,2,Mohammed Shami,Punjab Kings,Kolkata Knight Riders,24,0,35,13,3,3,0,0,8.75,3,9,Punjab Kings,
2020,United Arab Emirates,Sharjah,Sharjah Cricket Stadium,26-10-2020,46th Match,1,1,GJ Maxwell,Punjab Kings,Kolkata Knight Riders,12,0,21,4,1,2,0,0,10.5,1,9,Punjab Kings,
2020,United Arab Emirates,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",25-10-2020,45th Match,2,6,RD Chahar,Mumbai Indians,Rajasthan Royals,18,0,36,4,2,3,1,0,12.0,0,2,Rajasthan Royals,
2020,United Arab Emirates,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",25-10-2020,45th Match,2,5,KA Pollard,Mumbai Indians,Rajasthan Royals,12,0,18,3,0,1,3,0,9.0,0,2,Rajasthan Royals,
2020,United Arab Emirates,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",25-10-2020,45th Match,2,4,KH Pandya,Mumbai Indians,Rajasthan Royals,12,0,20,5,4,0,0,0,10.0,0,2,Rajasthan Royals,
2020,United Arab Emirates,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",25-10-2020,45th Match,2,3,JJ Bumrah,Mumbai Indians,Rajasthan Royals,24,0,38,7,4,1,1,0,9.5,0,2,Rajasthan Royals,
2020,United Arab Emirates,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",25-10-2020,45th Match,2,2,JL Pattinson,Mumbai Indians,Rajasthan Royals,20,0,40,9,5,2,2,0,12.0,2,2,Rajasthan Royals,
2020,United Arab Emirates,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",25-10-2020,45th Match,2,1,TA Boult,Mumbai Indians,Rajasthan Royals,24,0,40,7,6,0,0,0,10.0,0,2,Rajasthan Royals,
2020,United Arab Emirates,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",25-10-2020,45th Match,1,5,R Tewatia,Rajasthan Royals,Mumbai Indians,24,0,25,8,2,0,0,0,6.25,0,5,Rajasthan Royals,
2020,United Arab Emirates,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",25-10-2020,45th Match,1,4,S Gopal,Rajasthan Royals,Mumbai Indians,24,0,30,8,3,1,0,0,7.5,2,5,Rajasthan Royals,
2020,United Arab Emirates,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",25-10-2020,45th Match,1,3,Kartik Tyagi,Rajasthan Royals,Mumbai Indians,24,0,45,6,4,3,0,0,11.25,1,5,Rajasthan Royals,
2020,United Arab Emirates,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",25-10-2020,45th Match,1,2,AS Rajpoot,Rajasthan Royals,Mumbai Indians,24,0,60,7,3,6,4,0,15.0,0,5,Rajasthan Royals,
2020,United Arab Emirates,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",25-10-2020,45th Match,1,1,JC Archer,Rajasthan Royals,Mumbai Indians,24,0,31,11,2,2,1,0,7.75,2,5,Rajasthan Royals,
2020,United Arab Emirates,Dubai,Dubai International Cricket Stadium,25-10-2020,44th Match,2,6,NA Saini,Royal Challengers Bengaluru,Chennai Super Kings,18,0,19,10,2,1,0,0,6.33,0,2,Chennai Super Kings,
2020,United Arab Emirates,Dubai,Dubai International Cricket Stadium,25-10-2020,44th Match,2,5,MM Ali,Royal Challengers Bengaluru,Chennai Super Kings,12,0,17,3,1,1,0,0,8.5,0,2,Chennai Super Kings,
2020,United Arab Emirates,Dubai,Dubai International Cricket Stadium,25-10-2020,44th Match,2,4,YS Chahal,Royal Challengers Bengaluru,Chennai Super Kings,24,0,21,7,1,0,0,0,5.25,1,2,Chennai Super Kings,
2020,United Arab Emirates,Dubai,Dubai International Cricket Stadium,25-10-2020,44th Match,2,3,Mohammed Siraj,Royal Challengers Bengaluru,Chennai Super Kings,12,0,29,3,3,2,0,0,14.5,0,2,Chennai Super Kings,
2020,United Arab Emirates,Dubai,Dubai International Cricket Stadium,25-10-2020,44th Match,2,2,CH Morris,Royal Challengers Bengaluru,Chennai Super Kings,22,0,36,10,4,2,1,0,9.81,1,2,Chennai Super Kings,
2020,United Arab Emirates,Dubai,Dubai International Cricket Stadium,25-10-2020,44th Match,2,1,Washington Sundar,Royal Challengers Bengaluru,Chennai Super Kings,24,0,27,8,1,1,0,0,6.75,0,2,Chennai Super Kings,
2020,United Arab Emirates,Dubai,Dubai International Cricket Stadium,25-10-2020,44th Match,1,6,RA Jadeja,Chennai Super Kings,Royal Challengers Bengaluru,18,0,20,4,0,1,0,0,6.66,0,6,Chennai Super Kings,
2020,United Arab Emirates,Dubai,Dubai International Cricket Stadium,25-10-2020,44th Match,1,5,Imran Tahir,Chennai Super Kings,Royal Challengers Bengaluru,24,0,30,7,3,0,0,0,7.5,0,6,Chennai Super Kings,
2020,United Arab Emirates,Dubai,Dubai International Cricket Stadium,25-10-2020,44th Match,1,4,MJ Santner,Chennai Super Kings,Royal Challengers Bengaluru,24,0,23,7,2,0,0,0,5.75,1,6,Chennai Super Kings,
2020,United Arab Emirates,Dubai,Dubai International Cricket Stadium,25-10-2020,44th Match,1,3,SM Curran,Chennai Super Kings,Royal Challengers Bengaluru,18,0,19,6,1,0,2,1,6.33,3,6,Chennai Super Kings,
2020,United Arab Emirates,Dubai,Dubai International Cricket Stadium,25-10-2020,44th Match,1,2,Monu Kumar,Chennai Super Kings,Royal Challengers Bengaluru,12,0,20,4,2,0,3,1,10.0,0,6,Chennai Super Kings,
