season,host_country,host_city,stadium_name,match_date,match_type,innings_number,bowling_position,player_name,player_team,opposition_team,balls_bowled,maidens,runs_conceded,dots,fours_conceded,sixes_conceded,wides,noballs,economy_rate,wickets_taken,total_wickets_taken_by_team,match_winning_team,note
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",03-06-2025,Final,2,6,R Shepherd,Royal Challengers Bengaluru,Punjab Kings,18,0,30,5,2,2,1,0,10.0,1,7,Royal Challengers Bengaluru,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",03-06-2025,Final,2,5,Suyash Sharma,Royal Challengers Bengaluru,Punjab Kings,12,0,19,4,0,2,0,0,9.5,0,7,Royal Challengers Bengaluru,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",03-06-2025,Final,2,4,KH Pandya,Royal Challengers Bengaluru,Punjab Kings,24,0,17,12,0,1,0,0,4.25,2,7,Royal Challengers Bengaluru,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",03-06-2025,Final,2,3,JR Hazlewood,Royal Challengers Bengaluru,Punjab Kings,24,0,54,7,3,5,2,0,13.5,1,7,Royal Challengers Bengaluru,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",03-06-2025,Final,2,2,Yash Dayal,Royal Challengers Bengaluru,Punjab Kings,18,0,18,10,1,1,0,0,6.0,1,7,Royal Challengers Bengaluru,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",03-06-2025,Final,2,1,B Kumar,Royal Challengers Bengaluru,Punjab Kings,24,0,38,9,2,3,0,0,9.5,2,7,Royal Challengers Bengaluru,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",03-06-2025,Final,1,5,YS Chahal,Punjab Kings,Royal Challengers Bengaluru,24,0,37,3,1,2,0,0,9.25,1,9,Royal Challengers Bengaluru,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",03-06-2025,Final,1,4,V Vyshak,Punjab Kings,Royal Challengers Bengaluru,24,0,30,5,2,0,2,0,7.5,1,9,Royal Challengers Bengaluru,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",03-06-2025,Final,1,3,Azmatullah Omarzai,Punjab Kings,Royal Challengers Bengaluru,24,0,35,3,2,1,2,0,8.75,1,9,Royal Challengers Bengaluru,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",03-06-2025,Final,1,2,KA Jamieson,Punjab Kings,Royal Challengers Bengaluru,24,0,48,9,3,4,3,0,12.0,3,9,Royal Challengers Bengaluru,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",03-06-2025,Final,1,1,Arshdeep Singh,Punjab Kings,Royal Challengers Bengaluru,24,0,40,8,3,2,2,0,10.0,3,9,Royal Challengers Bengaluru,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",01-06-2025,Qualifier 2,2,6,HH Pandya,Mumbai Indians,Punjab Kings,12,0,19,4,2,1,0,0,9.5,1,5,Punjab Kings,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",01-06-2025,Qualifier 2,2,5,MJ Santner,Mumbai Indians,Punjab Kings,12,0,15,1,1,0,0,0,7.5,0,5,Punjab Kings,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",01-06-2025,Qualifier 2,2,4,Ashwani Kumar,Mumbai Indians,Punjab Kings,24,0,55,9,2,6,2,1,13.75,2,5,Punjab Kings,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",01-06-2025,Qualifier 2,2,3,JJ Bumrah,Mumbai Indians,Punjab Kings,24,0,40,6,3,2,0,0,10.0,0,5,Punjab Kings,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",01-06-2025,Qualifier 2,2,2,RJW Topley,Mumbai Indians,Punjab Kings,18,0,40,6,2,4,0,0,13.33,0,5,Punjab Kings,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",01-06-2025,Qualifier 2,2,1,TA Boult,Mumbai Indians,Punjab Kings,24,0,38,9,7,0,1,0,9.5,1,5,Punjab Kings,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",01-06-2025,Qualifier 2,1,6,YS Chahal,Punjab Kings,Mumbai Indians,24,0,39,7,2,3,0,0,9.75,1,6,Punjab Kings,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",01-06-2025,Qualifier 2,1,5,V Vyshak,Punjab Kings,Mumbai Indians,18,0,30,6,1,1,0,1,10.0,1,6,Punjab Kings,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",01-06-2025,Qualifier 2,1,4,Azmatullah Omarzai,Punjab Kings,Mumbai Indians,24,0,43,7,5,1,1,0,10.75,2,6,Punjab Kings,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",01-06-2025,Qualifier 2,1,3,MP Stoinis,Punjab Kings,Mumbai Indians,6,0,14,3,1,1,0,1,14.0,1,6,Punjab Kings,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",01-06-2025,Qualifier 2,1,2,KA Jamieson,Punjab Kings,Mumbai Indians,24,0,30,8,2,1,1,0,7.5,1,6,Punjab Kings,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",01-06-2025,Qualifier 2,1,1,Arshdeep Singh,Punjab Kings,Mumbai Indians,24,0,44,4,7,0,2,0,11.0,0,6,Punjab Kings,
2025,India,Mohali,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",30-05-2025,Eliminator,2,7,Ashwani Kumar,Mumbai Indians,Gujarat Titans,21,0,28,6,3,0,1,0,8.0,1,6,Mumbai Indians,
2025,India,Mohali,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",30-05-2025,Eliminator,2,6,Naman Dhir,Mumbai Indians,Gujarat Titans,6,0,9,1,1,0,0,0,9.0,0,6,Mumbai Indians,
2025,India,Mohali,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",30-05-2025,Eliminator,2,5,MJ Santner,Mumbai Indians,Gujarat Titans,6,0,10,2,2,0,0,0,10.0,1,6,Mumbai Indians,
2025,India,Mohali,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",30-05-2025,Eliminator,2,4,HH Pandya,Mumbai Indians,Gujarat Titans,18,0,37,3,5,1,0,0,12.33,0,6,Mumbai Indians,
2025,India,Mohali,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",30-05-2025,Eliminator,2,3,RJ Gleeson,Mumbai Indians,Gujarat Titans,21,0,39,5,7,0,1,0,11.14,1,6,Mumbai Indians,
2025,India,Mohali,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",30-05-2025,Eliminator,2,2,JJ Bumrah,Mumbai Indians,Gujarat Titans,24,0,27,11,2,1,1,0,6.75,1,6,Mumbai Indians,
2025,India,Mohali,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",30-05-2025,Eliminator,2,1,TA Boult,Mumbai Indians,Gujarat Titans,24,0,56,6,1,6,1,0,14.0,2,6,Mumbai Indians,
2025,India,Mohali,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",30-05-2025,Eliminator,1,6,Washington Sundar,Gujarat Titans,Mumbai Indians,6,0,7,2,1,0,0,0,7.0,0,5,Mumbai Indians,
2025,India,Mohali,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",30-05-2025,Eliminator,1,5,G Coetzee,Gujarat Titans,Mumbai Indians,18,0,51,5,0,7,3,0,17.0,0,5,Mumbai Indians,
2025,India,Mohali,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",30-05-2025,Eliminator,1,4,Rashid Khan,Gujarat Titans,Mumbai Indians,24,0,31,9,2,2,0,0,7.75,0,5,Mumbai Indians,
2025,India,Mohali,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",30-05-2025,Eliminator,1,3,R Sai Kishore,Gujarat Titans,Mumbai Indians,24,0,42,6,4,2,0,0,10.5,2,5,Mumbai Indians,
2025,India,Mohali,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",30-05-2025,Eliminator,1,2,M Prasidh Krishna,Gujarat Titans,Mumbai Indians,24,0,53,7,3,5,0,0,13.25,2,5,Mumbai Indians,
2025,India,Mohali,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",30-05-2025,Eliminator,1,1,Mohammed Siraj,Gujarat Titans,Mumbai Indians,24,0,37,7,4,1,1,0,9.25,1,5,Mumbai Indians,
2025,India,Mohali,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",29-05-2025,Qualifier 1,2,5,Musheer Khan,Punjab Kings,Royal Challengers Bengaluru,12,0,27,1,2,2,0,0,13.5,1,2,Royal Challengers Bengaluru,
2025,India,Mohali,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",29-05-2025,Qualifier 1,2,4,Harpreet Brar,Punjab Kings,Royal Challengers Bengaluru,12,0,18,2,1,1,0,0,9.0,0,2,Royal Challengers Bengaluru,
2025,India,Mohali,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",29-05-2025,Qualifier 1,2,3,Azmatullah Omarzai,Punjab Kings,Royal Challengers Bengaluru,6,0,10,3,2,0,0,0,10.0,0,2,Royal Challengers Bengaluru,
2025,India,Mohali,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",29-05-2025,Qualifier 1,2,2,KA Jamieson,Punjab Kings,Royal Challengers Bengaluru,18,1,27,9,4,1,0,0,9.0,1,2,Royal Challengers Bengaluru,
2025,India,Mohali,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",29-05-2025,Qualifier 1,2,1,Arshdeep Singh,Punjab Kings,Royal Challengers Bengaluru,12,0,20,3,2,1,0,0,10.0,0,2,Royal Challengers Bengaluru,
2025,India,Mohali,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",29-05-2025,Qualifier 1,1,6,R Shepherd,Royal Challengers Bengaluru,Punjab Kings,6,0,5,4,1,0,0,0,5.0,1,10,Royal Challengers Bengaluru,
2025,India,Mohali,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",29-05-2025,Qualifier 1,1,5,KH Pandya,Royal Challengers Bengaluru,Punjab Kings,6,0,10,2,0,1,0,0,10.0,0,10,Royal Challengers Bengaluru,
2025,India,Mohali,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",29-05-2025,Qualifier 1,1,4,Suyash Sharma,Royal Challengers Bengaluru,Punjab Kings,18,0,17,11,0,1,1,0,5.66,3,10,Royal Challengers Bengaluru,
2025,India,Mohali,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",29-05-2025,Qualifier 1,1,3,JR Hazlewood,Royal Challengers Bengaluru,Punjab Kings,19,0,21,10,2,1,0,0,6.63,3,10,Royal Challengers Bengaluru,
2025,India,Mohali,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",29-05-2025,Qualifier 1,1,2,Yash Dayal,Royal Challengers Bengaluru,Punjab Kings,24,0,26,11,1,1,0,1,6.5,2,10,Royal Challengers Bengaluru,
2025,India,Mohali,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",29-05-2025,Qualifier 1,1,1,B Kumar,Royal Challengers Bengaluru,Punjab Kings,12,0,17,5,3,0,0,0,8.5,1,10,Royal Challengers Bengaluru,
2025,India,Lucknow,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",27-05-2025,70th Match,2,6,A Badoni,Lucknow Super Giants,Royal Challengers Bengaluru,4,0,9,1,0,1,0,0,13.5,0,4,Royal Challengers Bengaluru,
2025,India,Lucknow,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",27-05-2025,70th Match,2,5,Avesh Khan,Lucknow Super Giants,Royal Challengers Bengaluru,18,0,32,5,5,0,2,0,10.66,1,4,Royal Challengers Bengaluru,
2025,India,Lucknow,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",27-05-2025,70th Match,2,4,Shahbaz Ahmed,Lucknow Super Giants,Royal Challengers Bengaluru,18,0,39,3,6,1,0,0,13.0,0,4,Royal Challengers Bengaluru,
2025,India,Lucknow,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",27-05-2025,70th Match,2,3,Digvesh Rathi,Lucknow Super Giants,Royal Challengers Bengaluru,24,0,36,5,3,1,0,1,9.0,0,4,Royal Challengers Bengaluru,
2025,India,Lucknow,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",27-05-2025,70th Match,2,2,W O'Rourke,Lucknow Super Giants,Royal Challengers Bengaluru,24,0,74,3,9,4,2,0,18.5,2,4,Royal Challengers Bengaluru,
2025,India,Lucknow,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",27-05-2025,70th Match,2,1,Akash Singh,Lucknow Super Giants,Royal Challengers Bengaluru,24,0,40,6,7,0,0,0,10.0,1,4,Royal Challengers Bengaluru,
2025,India,Lucknow,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",27-05-2025,70th Match,1,6,R Shepherd,Royal Challengers Bengaluru,Lucknow Super Giants,24,0,51,6,2,5,2,0,12.75,1,3,Royal Challengers Bengaluru,
2025,India,Lucknow,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",27-05-2025,70th Match,1,5,Suyash Sharma,Royal Challengers Bengaluru,Lucknow Super Giants,18,0,39,4,3,3,0,0,13.0,0,3,Royal Challengers Bengaluru,
2025,India,Lucknow,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",27-05-2025,70th Match,1,4,B Kumar,Royal Challengers Bengaluru,Lucknow Super Giants,24,0,46,8,4,3,1,0,11.5,1,3,Royal Challengers Bengaluru,
2025,India,Lucknow,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",27-05-2025,70th Match,1,3,Yash Dayal,Royal Challengers Bengaluru,Lucknow Super Giants,18,0,44,3,5,2,1,0,14.66,0,3,Royal Challengers Bengaluru,
2025,India,Lucknow,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",27-05-2025,70th Match,1,2,KH Pandya,Royal Challengers Bengaluru,Lucknow Super Giants,12,0,14,5,0,1,1,0,7.0,0,3,Royal Challengers Bengaluru,
2025,India,Lucknow,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",27-05-2025,70th Match,1,1,N Thushara,Royal Challengers Bengaluru,Lucknow Super Giants,24,0,26,10,3,0,1,1,6.5,1,3,Royal Challengers Bengaluru,
2025,India,Jaipur,"Sawai Mansingh Stadium, Jaipur",26-05-2025,69th Match,2,7,WG Jacks,Mumbai Indians,Punjab Kings,6,0,11,2,1,0,1,0,11.0,0,3,Punjab Kings,
2025,India,Jaipur,"Sawai Mansingh Stadium, Jaipur",26-05-2025,69th Match,2,6,Ashwani Kumar,Mumbai Indians,Punjab Kings,6,0,16,0,3,0,1,0,16.0,0,3,Punjab Kings,
2025,India,Jaipur,"Sawai Mansingh Stadium, Jaipur",26-05-2025,69th Match,2,5,HH Pandya,Mumbai Indians,Punjab Kings,12,0,29,1,2,2,1,0,14.5,0,3,Punjab Kings,
2025,India,Jaipur,"Sawai Mansingh Stadium, Jaipur",26-05-2025,69th Match,2,4,MJ Santner,Mumbai Indians,Punjab Kings,24,0,41,7,3,2,3,0,10.25,2,3,Punjab Kings,
2025,India,Jaipur,"Sawai Mansingh Stadium, Jaipur",26-05-2025,69th Match,2,3,JJ Bumrah,Mumbai Indians,Punjab Kings,24,0,23,15,3,1,0,0,5.75,1,3,Punjab Kings,
2025,India,Jaipur,"Sawai Mansingh Stadium, Jaipur",26-05-2025,69th Match,2,2,DL Chahar,Mumbai Indians,Punjab Kings,18,1,28,10,3,2,1,0,9.33,0,3,Punjab Kings,
2025,India,Jaipur,"Sawai Mansingh Stadium, Jaipur",26-05-2025,69th Match,2,1,TA Boult,Mumbai Indians,Punjab Kings,21,0,36,7,5,1,0,0,10.28,0,3,Punjab Kings,
2025,India,Jaipur,"Sawai Mansingh Stadium, Jaipur",26-05-2025,69th Match,1,5,V Vyshak,Punjab Kings,Mumbai Indians,24,0,44,10,2,3,3,0,11.0,2,7,Punjab Kings,
2025,India,Jaipur,"Sawai Mansingh Stadium, Jaipur",26-05-2025,69th Match,1,4,Harpreet Brar,Punjab Kings,Mumbai Indians,24,0,36,5,2,2,0,0,9.0,1,7,Punjab Kings,
2025,India,Jaipur,"Sawai Mansingh Stadium, Jaipur",26-05-2025,69th Match,1,3,M Jansen,Punjab Kings,Mumbai Indians,24,0,34,12,4,1,4,0,8.5,2,7,Punjab Kings,
2025,India,Jaipur,"Sawai Mansingh Stadium, Jaipur",26-05-2025,69th Match,1,2,KA Jamieson,Punjab Kings,Mumbai Indians,24,0,42,8,5,2,0,0,10.5,0,7,Punjab Kings,
2025,India,Jaipur,"Sawai Mansingh Stadium, Jaipur",26-05-2025,69th Match,1,1,Arshdeep Singh,Punjab Kings,Mumbai Indians,24,0,28,11,4,0,0,0,7.0,2,7,Punjab Kings,
2025,India,Delhi,"Arun Jaitley Stadium, Delhi",25-05-2025,68th Match,2,7,Abhishek Sharma,Sunrisers Hyderabad,Kolkata Knight Riders,12,0,25,4,2,2,0,0,12.5,0,10,Sunrisers Hyderabad,
2025,India,Delhi,"Arun Jaitley Stadium, Delhi",25-05-2025,68th Match,2,6,K Nitish Kumar Reddy,Sunrisers Hyderabad,Kolkata Knight Riders,6,0,6,1,0,0,1,0,6.0,0,10,Sunrisers Hyderabad,
2025,India,Delhi,"Arun Jaitley Stadium, Delhi",25-05-2025,68th Match,2,5,Harsh Dubey,Sunrisers Hyderabad,Kolkata Knight Riders,24,0,34,10,1,3,0,0,8.5,3,10,Sunrisers Hyderabad,
2025,India,Delhi,"Arun Jaitley Stadium, Delhi",25-05-2025,68th Match,2,4,Eshan Malinga,Sunrisers Hyderabad,Kolkata Knight Riders,22,0,31,10,1,3,1,0,8.45,3,10,Sunrisers Hyderabad,
2025,India,Delhi,"Arun Jaitley Stadium, Delhi",25-05-2025,68th Match,2,3,HV Patel,Sunrisers Hyderabad,Kolkata Knight Riders,12,0,21,5,2,1,1,0,10.5,0,10,Sunrisers Hyderabad,
2025,India,Delhi,"Arun Jaitley Stadium, Delhi",25-05-2025,68th Match,2,2,JD Unadkat,Sunrisers Hyderabad,Kolkata Knight Riders,24,0,24,12,4,0,0,0,6.0,3,10,Sunrisers Hyderabad,
2025,India,Delhi,"Arun Jaitley Stadium, Delhi",25-05-2025,68th Match,2,1,PJ Cummins,Sunrisers Hyderabad,Kolkata Knight Riders,12,0,25,6,1,3,1,0,12.5,0,10,Sunrisers Hyderabad,
2025,India,Delhi,"Arun Jaitley Stadium, Delhi",25-05-2025,68th Match,1,6,AD Russell,Kolkata Knight Riders,Sunrisers Hyderabad,12,0,34,2,4,2,0,1,17.0,0,3,Sunrisers Hyderabad,
2025,India,Delhi,"Arun Jaitley Stadium, Delhi",25-05-2025,68th Match,1,5,CV Varun,Kolkata Knight Riders,Sunrisers Hyderabad,18,0,54,2,3,5,3,0,18.0,0,3,Sunrisers Hyderabad,
2025,India,Delhi,"Arun Jaitley Stadium, Delhi",25-05-2025,68th Match,1,4,SP Narine,Kolkata Knight Riders,Sunrisers Hyderabad,24,0,42,8,1,4,0,0,10.5,2,3,Sunrisers Hyderabad,
2025,India,Delhi,"Arun Jaitley Stadium, Delhi",25-05-2025,68th Match,1,3,Harshit Rana,Kolkata Knight Riders,Sunrisers Hyderabad,18,0,40,5,4,3,0,0,13.33,0,3,Sunrisers Hyderabad,
2025,India,Delhi,"Arun Jaitley Stadium, Delhi",25-05-2025,68th Match,1,2,A Nortje,Kolkata Knight Riders,Sunrisers Hyderabad,24,0,60,7,7,3,3,0,15.0,0,3,Sunrisers Hyderabad,
2025,India,Delhi,"Arun Jaitley Stadium, Delhi",25-05-2025,68th Match,1,1,VG Arora,Kolkata Knight Riders,Sunrisers Hyderabad,24,0,39,10,3,2,4,0,9.75,1,3,Sunrisers Hyderabad,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",25-05-2025,67th Match,2,7,DJ Hooda,Chennai Super Kings,Gujarat Titans,6,0,15,1,1,1,1,0,15.0,0,10,Chennai Super Kings,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",25-05-2025,67th Match,2,6,M Pathirana,Chennai Super Kings,Gujarat Titans,18,0,29,9,2,2,2,0,9.66,1,10,Chennai Super Kings,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",25-05-2025,67th Match,2,5,Noor Ahmad,Chennai Super Kings,Gujarat Titans,24,0,21,12,1,1,1,0,5.25,3,10,Chennai Super Kings,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",25-05-2025,67th Match,2,4,S Dube,Chennai Super Kings,Gujarat Titans,12,0,33,1,2,2,1,0,16.5,0,10,Chennai Super Kings,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",25-05-2025,67th Match,2,3,A Kamboj,Chennai Super Kings,Gujarat Titans,15,0,13,9,0,1,0,0,5.2,3,10,Chennai Super Kings,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",25-05-2025,67th Match,2,2,KK Ahmed,Chennai Super Kings,Gujarat Titans,18,0,17,12,3,0,1,0,5.66,1,10,Chennai Super Kings,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",25-05-2025,67th Match,2,1,RA Jadeja,Chennai Super Kings,Gujarat Titans,18,0,17,5,1,0,0,0,5.66,2,10,Chennai Super Kings,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",25-05-2025,67th Match,1,7,M Shahrukh Khan,Gujarat Titans,Chennai Super Kings,6,0,13,1,1,1,0,0,13.0,1,5,Chennai Super Kings,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",25-05-2025,67th Match,1,6,Rashid Khan,Gujarat Titans,Chennai Super Kings,24,0,42,5,2,3,0,0,10.5,1,5,Chennai Super Kings,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",25-05-2025,67th Match,1,5,R Sai Kishore,Gujarat Titans,Chennai Super Kings,12,0,23,3,1,2,0,0,11.5,1,5,Chennai Super Kings,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",25-05-2025,67th Match,1,4,G Coetzee,Gujarat Titans,Chennai Super Kings,18,0,34,5,5,1,0,0,11.33,0,5,Chennai Super Kings,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",25-05-2025,67th Match,1,3,M Prasidh Krishna,Gujarat Titans,Chennai Super Kings,24,0,22,15,2,1,2,0,5.5,2,5,Chennai Super Kings,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",25-05-2025,67th Match,1,2,Arshad Khan,Gujarat Titans,Chennai Super Kings,12,0,42,1,3,4,1,0,21.0,0,5,Chennai Super Kings,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",25-05-2025,67th Match,1,1,Mohammed Siraj,Gujarat Titans,Chennai Super Kings,24,0,47,9,4,3,2,0,11.75,0,5,Chennai Super Kings,
2025,India,Jaipur,"Sawai Mansingh Stadium, Jaipur",24-05-2025,66th Match,2,6,MP Stoinis,Punjab Kings,Delhi Capitals,9,0,21,1,0,2,1,0,14.0,0,4,Delhi Capitals,
2025,India,Jaipur,"Sawai Mansingh Stadium, Jaipur",24-05-2025,66th Match,2,5,P Dubey,Punjab Kings,Delhi Capitals,12,0,20,4,4,0,0,0,10.0,1,4,Delhi Capitals,
2025,India,Jaipur,"Sawai Mansingh Stadium, Jaipur",24-05-2025,66th Match,2,4,M Jansen,Punjab Kings,Delhi Capitals,24,0,41,8,1,4,1,1,10.25,1,4,Delhi Capitals,
2025,India,Jaipur,"Sawai Mansingh Stadium, Jaipur",24-05-2025,66th Match,2,3,Harpreet Brar,Punjab Kings,Delhi Capitals,24,0,41,5,3,2,1,0,10.25,2,4,Delhi Capitals,
2025,India,Jaipur,"Sawai Mansingh Stadium, Jaipur",24-05-2025,66th Match,2,2,Azmatullah Omarzai,Punjab Kings,Delhi Capitals,24,0,46,6,6,2,0,0,11.5,0,4,Delhi Capitals,
2025,India,Jaipur,"Sawai Mansingh Stadium, Jaipur",24-05-2025,66th Match,2,1,Arshdeep Singh,Punjab Kings,Delhi Capitals,24,0,35,6,4,1,0,0,8.75,0,4,Delhi Capitals,
2025,India,Jaipur,"Sawai Mansingh Stadium, Jaipur",24-05-2025,66th Match,1,5,Kuldeep Yadav,Delhi Capitals,Punjab Kings,24,0,39,7,1,3,0,1,9.75,2,8,Delhi Capitals,
2025,India,Jaipur,"Sawai Mansingh Stadium, Jaipur",24-05-2025,66th Match,1,4,Vipraj Nigam,Delhi Capitals,Punjab Kings,24,0,38,5,4,1,1,0,9.5,2,8,Delhi Capitals,
2025,India,Jaipur,"Sawai Mansingh Stadium, Jaipur",24-05-2025,66th Match,1,3,MM Sharma,Delhi Capitals,Punjab Kings,24,0,47,5,5,2,1,1,11.75,0,8,Delhi Capitals,
2025,India,Jaipur,"Sawai Mansingh Stadium, Jaipur",24-05-2025,66th Match,1,2,Mustafizur Rahman,Delhi Capitals,Punjab Kings,24,0,33,8,1,2,0,0,8.25,3,8,Delhi Capitals,
2025,India,Jaipur,"Sawai Mansingh Stadium, Jaipur",24-05-2025,66th Match,1,1,Mukesh Kumar,Delhi Capitals,Punjab Kings,24,0,49,9,6,2,4,0,12.25,1,8,Delhi Capitals,
2025,India,Lucknow,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",23-05-2025,65th Match,2,6,K Nitish Kumar Reddy,Sunrisers Hyderabad,Royal Challengers Bengaluru,12,0,13,4,0,1,0,0,6.5,1,10,Sunrisers Hyderabad,
2025,India,Lucknow,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",23-05-2025,65th Match,2,5,Harsh Dubey,Sunrisers Hyderabad,Royal Challengers Bengaluru,12,0,20,3,0,2,0,0,10.0,1,10,Sunrisers Hyderabad,
2025,India,Lucknow,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",23-05-2025,65th Match,2,4,Eshan Malinga,Sunrisers Hyderabad,Royal Challengers Bengaluru,24,0,37,10,3,2,0,0,9.25,2,10,Sunrisers Hyderabad,
2025,India,Lucknow,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",23-05-2025,65th Match,2,3,HV Patel,Sunrisers Hyderabad,Royal Challengers Bengaluru,23,0,39,9,5,1,1,1,10.17,1,10,Sunrisers Hyderabad,
2025,India,Lucknow,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",23-05-2025,65th Match,2,2,JD Unadkat,Sunrisers Hyderabad,Royal Challengers Bengaluru,24,0,41,7,5,1,1,0,10.25,1,10,Sunrisers Hyderabad,
