season,host_country,host_city,stadium_name,match_date,match_type,innings_number,batting_position,player_name,player_team,opposition_team,balls_faced,runs_scored,dismissal_type,strike_rate,0's,1's,2's,3's,4's,5's,6's,7's,total_team_score,match_winning_team,note
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",03-06-2025,Final,2,9,KA Jamieson,Punjab Kings,Royal Challengers Bengaluru,2,0,not out,0.0,2,0,0,0,0,0,0,0,184,Royal Challengers Bengaluru,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",03-06-2025,Final,2,8,Azmatullah Omarzai,Punjab Kings,Royal Challengers Bengaluru,2,1,caught,50.0,1,1,0,0,0,0,0,0,184,Royal Challengers Bengaluru,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",03-06-2025,Final,2,7,MP Stoinis,Punjab Kings,Royal Challengers Bengaluru,2,6,caught,300.0,1,0,0,0,0,0,1,0,184,Royal Challengers Bengaluru,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",03-06-2025,Final,2,6,Shashank Singh,Punjab Kings,Royal Challengers Bengaluru,30,61,not out,203.33,10,9,2,0,3,0,6,0,184,Royal Challengers Bengaluru,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",03-06-2025,Final,2,5,N Wadhera,Punjab Kings,Royal Challengers Bengaluru,18,15,caught,83.33,9,7,1,0,0,0,1,0,184,Royal Challengers Bengaluru,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",03-06-2025,Final,2,4,SS Iyer,Punjab Kings,Royal Challengers Bengaluru,2,1,caught,50.0,1,1,0,0,0,0,0,0,184,Royal Challengers Bengaluru,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",03-06-2025,Final,2,3,JP Inglis,Punjab Kings,Royal Challengers Bengaluru,23,39,caught,169.56,8,9,1,0,1,0,4,0,184,Royal Challengers Bengaluru,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",03-06-2025,Final,2,2,Prabhsimran Singh,Punjab Kings,Royal Challengers Bengaluru,22,26,caught,118.18,7,12,1,0,0,0,2,0,184,Royal Challengers Bengaluru,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",03-06-2025,Final,2,1,Priyansh Arya,Punjab Kings,Royal Challengers Bengaluru,19,24,caught,126.31,8,6,1,0,4,0,0,0,184,Royal Challengers Bengaluru,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",03-06-2025,Final,1,10,Yash Dayal,Royal Challengers Bengaluru,Punjab Kings,1,1,not out,100.0,0,1,0,0,0,0,0,0,190,Royal Challengers Bengaluru,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",03-06-2025,Final,1,9,B Kumar,Royal Challengers Bengaluru,Punjab Kings,2,1,caught,50.0,1,1,0,0,0,0,0,0,190,Royal Challengers Bengaluru,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",03-06-2025,Final,1,8,KH Pandya,Royal Challengers Bengaluru,Punjab Kings,5,4,caught,80.0,1,4,0,0,0,0,0,0,190,Royal Challengers Bengaluru,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",03-06-2025,Final,1,7,R Shepherd,Royal Challengers Bengaluru,Punjab Kings,9,17,lbw,188.88,1,5,1,0,1,0,1,0,190,Royal Challengers Bengaluru,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",03-06-2025,Final,1,6,JM Sharma,Royal Challengers Bengaluru,Punjab Kings,10,24,bowled,240.0,2,4,0,0,2,0,2,0,190,Royal Challengers Bengaluru,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",03-06-2025,Final,1,5,LS Livingstone,Royal Challengers Bengaluru,Punjab Kings,15,25,lbw,166.66,1,11,1,0,0,0,2,0,190,Royal Challengers Bengaluru,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",03-06-2025,Final,1,4,RM Patidar,Royal Challengers Bengaluru,Punjab Kings,16,26,lbw,162.5,5,6,2,0,1,0,2,0,190,Royal Challengers Bengaluru,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",03-06-2025,Final,1,3,MA Agarwal,Royal Challengers Bengaluru,Punjab Kings,18,24,caught,133.33,8,4,3,0,2,0,1,0,190,Royal Challengers Bengaluru,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",03-06-2025,Final,1,2,V Kohli,Royal Challengers Bengaluru,Punjab Kings,35,43,caught,122.85,4,25,3,0,3,0,0,0,190,Royal Challengers Bengaluru,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",03-06-2025,Final,1,1,PD Salt,Royal Challengers Bengaluru,Punjab Kings,9,16,caught,177.77,5,0,1,0,2,0,1,0,190,Royal Challengers Bengaluru,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",01-06-2025,Qualifier 2,2,7,MP Stoinis,Punjab Kings,Mumbai Indians,2,2,not out,100.0,0,2,0,0,0,0,0,0,207,Punjab Kings,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",01-06-2025,Qualifier 2,2,6,Shashank Singh,Punjab Kings,Mumbai Indians,3,2,run out,66.66,1,2,0,0,0,0,0,0,207,Punjab Kings,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",01-06-2025,Qualifier 2,2,5,N Wadhera,Punjab Kings,Mumbai Indians,29,48,caught,165.51,7,12,4,0,4,0,2,0,207,Punjab Kings,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",01-06-2025,Qualifier 2,2,4,SS Iyer,Punjab Kings,Mumbai Indians,41,87,not out,212.19,10,17,1,0,5,0,8,0,207,Punjab Kings,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",01-06-2025,Qualifier 2,2,3,JP Inglis,Punjab Kings,Mumbai Indians,21,38,caught,180.95,9,4,1,0,5,0,2,0,207,Punjab Kings,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",01-06-2025,Qualifier 2,2,2,Prabhsimran Singh,Punjab Kings,Mumbai Indians,9,6,caught,66.66,6,2,0,0,1,0,0,0,207,Punjab Kings,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",01-06-2025,Qualifier 2,2,1,Priyansh Arya,Punjab Kings,Mumbai Indians,10,20,caught,200.0,3,2,2,0,2,0,1,0,207,Punjab Kings,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",01-06-2025,Qualifier 2,1,8,MJ Santner,Mumbai Indians,Punjab Kings,1,0,not out,0.0,1,0,0,0,0,0,0,0,203,Punjab Kings,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",01-06-2025,Qualifier 2,1,7,RA Bawa,Mumbai Indians,Punjab Kings,4,8,not out,200.0,0,1,2,1,0,0,0,0,203,Punjab Kings,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",01-06-2025,Qualifier 2,1,6,Naman Dhir,Mumbai Indians,Punjab Kings,18,37,caught,205.55,3,7,1,0,7,0,0,0,203,Punjab Kings,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",01-06-2025,Qualifier 2,1,5,HH Pandya,Mumbai Indians,Punjab Kings,13,15,caught,115.38,6,5,0,0,1,0,1,0,203,Punjab Kings,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",01-06-2025,Qualifier 2,1,4,SA Yadav,Mumbai Indians,Punjab Kings,26,44,caught,169.23,10,8,1,0,4,0,3,0,203,Punjab Kings,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",01-06-2025,Qualifier 2,1,3,NT Tilak Varma,Mumbai Indians,Punjab Kings,29,44,caught,151.72,5,16,4,0,2,0,2,0,203,Punjab Kings,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",01-06-2025,Qualifier 2,1,2,JM Bairstow,Mumbai Indians,Punjab Kings,24,38,caught,158.33,8,8,3,0,3,0,2,0,203,Punjab Kings,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",01-06-2025,Qualifier 2,1,1,RG Sharma,Mumbai Indians,Punjab Kings,7,8,caught,114.28,2,4,0,0,1,0,0,0,203,Punjab Kings,
2025,India,Mohali,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",30-05-2025,Eliminator,2,8,Rashid Khan,Gujarat Titans,Mumbai Indians,2,0,not out,0.0,2,0,0,0,0,0,0,0,208,Mumbai Indians,
2025,India,Mohali,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",30-05-2025,Eliminator,2,7,M Shahrukh Khan,Gujarat Titans,Mumbai Indians,7,13,caught,185.71,2,1,3,0,0,0,1,0,208,Mumbai Indians,
2025,India,Mohali,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",30-05-2025,Eliminator,2,6,R Tewatia,Gujarat Titans,Mumbai Indians,11,16,not out,145.45,4,4,1,0,1,0,1,0,208,Mumbai Indians,
2025,India,Mohali,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",30-05-2025,Eliminator,2,5,SE Rutherford,Gujarat Titans,Mumbai Indians,15,24,caught,160.0,3,8,0,0,4,0,0,0,208,Mumbai Indians,
2025,India,Mohali,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",30-05-2025,Eliminator,2,4,Washington Sundar,Gujarat Titans,Mumbai Indians,24,48,bowled,200.0,7,8,1,0,5,0,3,0,208,Mumbai Indians,
2025,India,Mohali,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",30-05-2025,Eliminator,2,3,BKG Mendis,Gujarat Titans,Mumbai Indians,10,20,hit wicket,200.0,4,2,1,0,1,0,2,0,208,Mumbai Indians,
2025,India,Mohali,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",30-05-2025,Eliminator,2,2,Shubman Gill,Gujarat Titans,Mumbai Indians,2,1,lbw,50.0,1,1,0,0,0,0,0,0,208,Mumbai Indians,
2025,India,Mohali,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",30-05-2025,Eliminator,2,1,B Sai Sudharsan,Gujarat Titans,Mumbai Indians,49,80,bowled,163.26,11,20,7,0,10,0,1,0,208,Mumbai Indians,
2025,India,Mohali,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",30-05-2025,Eliminator,1,7,MJ Santner,Mumbai Indians,Gujarat Titans,2,0,not out,0.0,2,0,0,0,0,0,0,0,228,Mumbai Indians,
2025,India,Mohali,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",30-05-2025,Eliminator,1,6,Naman Dhir,Mumbai Indians,Gujarat Titans,6,9,caught,150.0,2,3,0,0,0,0,1,0,228,Mumbai Indians,
2025,India,Mohali,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",30-05-2025,Eliminator,1,5,HH Pandya,Mumbai Indians,Gujarat Titans,9,22,not out,244.44,2,4,0,0,0,0,3,0,228,Mumbai Indians,
2025,India,Mohali,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",30-05-2025,Eliminator,1,4,NT Tilak Varma,Mumbai Indians,Gujarat Titans,11,25,caught,227.27,1,7,0,0,0,0,3,0,228,Mumbai Indians,
2025,India,Mohali,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",30-05-2025,Eliminator,1,3,SA Yadav,Mumbai Indians,Gujarat Titans,20,33,caught,165.0,6,9,1,0,1,0,3,0,228,Mumbai Indians,
2025,India,Mohali,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",30-05-2025,Eliminator,1,2,JM Bairstow,Mumbai Indians,Gujarat Titans,22,47,caught,213.63,6,5,4,0,4,0,3,0,228,Mumbai Indians,
2025,India,Mohali,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",30-05-2025,Eliminator,1,1,RG Sharma,Mumbai Indians,Gujarat Titans,50,81,caught,162.0,17,19,1,0,9,0,4,0,228,Mumbai Indians,
2025,India,Mohali,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",29-05-2025,Qualifier 1,2,4,RM Patidar,Royal Challengers Bengaluru,Punjab Kings,8,15,not out,187.5,1,5,0,0,1,0,1,0,106,Royal Challengers Bengaluru,
2025,India,Mohali,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",29-05-2025,Qualifier 1,2,3,MA Agarwal,Royal Challengers Bengaluru,Punjab Kings,13,19,caught,146.15,5,5,0,0,2,0,1,0,106,Royal Challengers Bengaluru,
2025,India,Mohali,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",29-05-2025,Qualifier 1,2,2,V Kohli,Royal Challengers Bengaluru,Punjab Kings,12,12,caught,100.0,6,4,0,0,2,0,0,0,106,Royal Challengers Bengaluru,
2025,India,Mohali,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",29-05-2025,Qualifier 1,2,1,PD Salt,Royal Challengers Bengaluru,Punjab Kings,27,56,not out,207.4,6,10,2,0,6,0,3,0,106,Royal Challengers Bengaluru,
2025,India,Mohali,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",29-05-2025,Qualifier 1,1,11,KA Jamieson,Punjab Kings,Royal Challengers Bengaluru,3,0,not out,0.0,3,0,0,0,0,0,0,0,101,Royal Challengers Bengaluru,
2025,India,Mohali,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",29-05-2025,Qualifier 1,1,10,Harpreet Brar,Punjab Kings,Royal Challengers Bengaluru,11,4,bowled,36.36,8,2,1,0,0,0,0,0,101,Royal Challengers Bengaluru,
2025,India,Mohali,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",29-05-2025,Qualifier 1,1,9,Azmatullah Omarzai,Punjab Kings,Royal Challengers Bengaluru,12,18,caught,150.0,2,8,0,0,1,0,1,0,101,Royal Challengers Bengaluru,
2025,India,Mohali,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",29-05-2025,Qualifier 1,1,8,Musheer Khan,Punjab Kings,Royal Challengers Bengaluru,3,0,lbw,0.0,3,0,0,0,0,0,0,0,101,Royal Challengers Bengaluru,
2025,India,Mohali,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",29-05-2025,Qualifier 1,1,7,Shashank Singh,Punjab Kings,Royal Challengers Bengaluru,5,3,bowled,60.0,3,1,1,0,0,0,0,0,101,Royal Challengers Bengaluru,
2025,India,Mohali,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",29-05-2025,Qualifier 1,1,6,MP Stoinis,Punjab Kings,Royal Challengers Bengaluru,17,26,bowled,152.94,8,4,1,0,2,0,2,0,101,Royal Challengers Bengaluru,
2025,India,Mohali,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",29-05-2025,Qualifier 1,1,5,N Wadhera,Punjab Kings,Royal Challengers Bengaluru,10,8,bowled,80.0,6,2,1,0,1,0,0,0,101,Royal Challengers Bengaluru,
2025,India,Mohali,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",29-05-2025,Qualifier 1,1,4,SS Iyer,Punjab Kings,Royal Challengers Bengaluru,3,2,caught,66.66,2,0,1,0,0,0,0,0,101,Royal Challengers Bengaluru,
2025,India,Mohali,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",29-05-2025,Qualifier 1,1,3,JP Inglis,Punjab Kings,Royal Challengers Bengaluru,7,4,caught,57.14,3,4,0,0,0,0,0,0,101,Royal Challengers Bengaluru,
2025,India,Mohali,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",29-05-2025,Qualifier 1,1,2,Prabhsimran Singh,Punjab Kings,Royal Challengers Bengaluru,10,18,caught,180.0,4,2,1,0,2,0,1,0,101,Royal Challengers Bengaluru,
2025,India,Mohali,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",29-05-2025,Qualifier 1,1,1,Priyansh Arya,Punjab Kings,Royal Challengers Bengaluru,5,7,caught,140.0,2,1,1,0,1,0,0,0,101,Royal Challengers Bengaluru,
2025,India,Lucknow,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",27-05-2025,70th Match,2,6,JM Sharma,Royal Challengers Bengaluru,Lucknow Super Giants,33,85,not out,257.57,5,11,3,0,8,0,6,0,230,Royal Challengers Bengaluru,
2025,India,Lucknow,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",27-05-2025,70th Match,2,5,MA Agarwal,Royal Challengers Bengaluru,Lucknow Super Giants,23,41,not out,178.26,2,12,3,1,5,0,0,0,230,Royal Challengers Bengaluru,
2025,India,Lucknow,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",27-05-2025,70th Match,2,4,LS Livingstone,Royal Challengers Bengaluru,Lucknow Super Giants,1,0,lbw,0.0,1,0,0,0,0,0,0,0,230,Royal Challengers Bengaluru,
2025,India,Lucknow,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",27-05-2025,70th Match,2,3,RM Patidar,Royal Challengers Bengaluru,Lucknow Super Giants,7,14,caught,200.0,1,4,0,0,1,0,1,0,230,Royal Challengers Bengaluru,
2025,India,Lucknow,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",27-05-2025,70th Match,2,2,V Kohli,Royal Challengers Bengaluru,Lucknow Super Giants,30,54,caught,180.0,7,12,1,0,10,0,0,0,230,Royal Challengers Bengaluru,
2025,India,Lucknow,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",27-05-2025,70th Match,2,1,PD Salt,Royal Challengers Bengaluru,Lucknow Super Giants,19,30,caught,157.89,8,4,1,0,6,0,0,0,230,Royal Challengers Bengaluru,
2025,India,Lucknow,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",27-05-2025,70th Match,1,5,Abdul Samad,Lucknow Super Giants,Royal Challengers Bengaluru,1,1,not out,100.0,0,1,0,0,0,0,0,0,227,Royal Challengers Bengaluru,
2025,India,Lucknow,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",27-05-2025,70th Match,1,4,N Pooran,Lucknow Super Giants,Royal Challengers Bengaluru,10,13,caught,130.0,1,7,1,0,1,0,0,0,227,Royal Challengers Bengaluru,
2025,India,Lucknow,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",27-05-2025,70th Match,1,3,RR Pant,Lucknow Super Giants,Royal Challengers Bengaluru,61,118,not out,193.44,20,18,4,0,11,0,8,0,227,Royal Challengers Bengaluru,
2025,India,Lucknow,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",27-05-2025,70th Match,1,2,MP Breetzke,Lucknow Super Giants,Royal Challengers Bengaluru,12,14,bowled,116.66,7,2,1,0,1,0,1,0,227,Royal Challengers Bengaluru,
2025,India,Lucknow,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",27-05-2025,70th Match,1,1,MR Marsh,Lucknow Super Giants,Royal Challengers Bengaluru,37,67,caught,181.08,9,17,2,0,4,0,5,0,227,Royal Challengers Bengaluru,
2025,India,Jaipur,"Sawai Mansingh Stadium, Jaipur",26-05-2025,69th Match,2,5,N Wadhera,Punjab Kings,Mumbai Indians,2,2,not out,100.0,0,2,0,0,0,0,0,0,187,Punjab Kings,
2025,India,Jaipur,"Sawai Mansingh Stadium, Jaipur",26-05-2025,69th Match,2,4,SS Iyer,Punjab Kings,Mumbai Indians,16,26,not out,162.5,5,6,2,0,1,0,2,0,187,Punjab Kings,
2025,India,Jaipur,"Sawai Mansingh Stadium, Jaipur",26-05-2025,69th Match,2,3,JP Inglis,Punjab Kings,Mumbai Indians,42,73,lbw,173.8,15,11,4,0,9,0,3,0,187,Punjab Kings,
2025,India,Jaipur,"Sawai Mansingh Stadium, Jaipur",26-05-2025,69th Match,2,2,Prabhsimran Singh,Punjab Kings,Mumbai Indians,16,13,caught,81.25,11,3,0,0,1,0,1,0,187,Punjab Kings,
2025,India,Jaipur,"Sawai Mansingh Stadium, Jaipur",26-05-2025,69th Match,2,1,Priyansh Arya,Punjab Kings,Mumbai Indians,35,62,caught,177.14,11,12,1,0,9,0,2,0,187,Punjab Kings,
2025,India,Jaipur,"Sawai Mansingh Stadium, Jaipur",26-05-2025,69th Match,1,8,MJ Santner,Mumbai Indians,Punjab Kings,1,1,not out,100.0,0,1,0,0,0,0,0,0,184,Punjab Kings,
2025,India,Jaipur,"Sawai Mansingh Stadium, Jaipur",26-05-2025,69th Match,1,7,Naman Dhir,Mumbai Indians,Punjab Kings,12,20,caught,166.66,4,4,2,0,0,0,2,0,184,Punjab Kings,
2025,India,Jaipur,"Sawai Mansingh Stadium, Jaipur",26-05-2025,69th Match,1,6,HH Pandya,Mumbai Indians,Punjab Kings,15,26,caught,173.33,5,6,0,0,2,0,2,0,184,Punjab Kings,
2025,India,Jaipur,"Sawai Mansingh Stadium, Jaipur",26-05-2025,69th Match,1,5,WG Jacks,Mumbai Indians,Punjab Kings,8,17,caught,212.5,2,3,0,0,2,0,1,0,184,Punjab Kings,
2025,India,Jaipur,"Sawai Mansingh Stadium, Jaipur",26-05-2025,69th Match,1,4,NT Tilak Varma,Mumbai Indians,Punjab Kings,4,1,caught,25.0,3,1,0,0,0,0,0,0,184,Punjab Kings,
2025,India,Jaipur,"Sawai Mansingh Stadium, Jaipur",26-05-2025,69th Match,1,3,SA Yadav,Mumbai Indians,Punjab Kings,39,57,lbw,146.15,14,13,4,0,6,0,2,0,184,Punjab Kings,
2025,India,Jaipur,"Sawai Mansingh Stadium, Jaipur",26-05-2025,69th Match,1,2,RG Sharma,Mumbai Indians,Punjab Kings,21,24,caught,114.28,8,10,0,0,2,0,1,0,184,Punjab Kings,
2025,India,Jaipur,"Sawai Mansingh Stadium, Jaipur",26-05-2025,69th Match,1,1,RD Rickelton,Mumbai Indians,Punjab Kings,20,27,caught,135.0,10,3,2,0,5,0,0,0,184,Punjab Kings,
2025,India,Delhi,"Arun Jaitley Stadium, Delhi",25-05-2025,68th Match,2,11,A Nortje,Kolkata Knight Riders,Sunrisers Hyderabad,0,0,not out,0.0,,,,,,,,,168,Sunrisers Hyderabad,
2025,India,Delhi,"Arun Jaitley Stadium, Delhi",25-05-2025,68th Match,2,10,VG Arora,Kolkata Knight Riders,Sunrisers Hyderabad,1,0,run out,0.0,1,0,0,0,0,0,0,0,168,Sunrisers Hyderabad,
2025,India,Delhi,"Arun Jaitley Stadium, Delhi",25-05-2025,68th Match,2,9,Harshit Rana,Kolkata Knight Riders,Sunrisers Hyderabad,21,34,caught,161.9,9,6,1,0,2,0,3,0,168,Sunrisers Hyderabad,
2025,India,Delhi,"Arun Jaitley Stadium, Delhi",25-05-2025,68th Match,2,8,Ramandeep Singh,Kolkata Knight Riders,Sunrisers Hyderabad,5,13,bowled,260.0,2,1,0,0,0,0,2,0,168,Sunrisers Hyderabad,
2025,India,Delhi,"Arun Jaitley Stadium, Delhi",25-05-2025,68th Match,2,7,MK Pandey,Kolkata Knight Riders,Sunrisers Hyderabad,23,37,caught,160.86,9,7,2,0,2,0,3,0,168,Sunrisers Hyderabad,
2025,India,Delhi,"Arun Jaitley Stadium, Delhi",25-05-2025,68th Match,2,6,AD Russell,Kolkata Knight Riders,Sunrisers Hyderabad,1,0,lbw,0.0,1,0,0,0,0,0,0,0,168,Sunrisers Hyderabad,
2025,India,Delhi,"Arun Jaitley Stadium, Delhi",25-05-2025,68th Match,2,5,RK Singh,Kolkata Knight Riders,Sunrisers Hyderabad,6,9,caught,150.0,3,1,1,0,0,0,1,0,168,Sunrisers Hyderabad,
2025,India,Delhi,"Arun Jaitley Stadium, Delhi",25-05-2025,68th Match,2,4,A Raghuvanshi,Kolkata Knight Riders,Sunrisers Hyderabad,18,14,caught,77.77,7,10,0,0,1,0,0,0,168,Sunrisers Hyderabad,
2025,India,Delhi,"Arun Jaitley Stadium, Delhi",25-05-2025,68th Match,2,3,AM Rahane,Kolkata Knight Riders,Sunrisers Hyderabad,8,15,caught,187.5,3,1,1,0,3,0,0,0,168,Sunrisers Hyderabad,
2025,India,Delhi,"Arun Jaitley Stadium, Delhi",25-05-2025,68th Match,2,2,SP Narine,Kolkata Knight Riders,Sunrisers Hyderabad,16,31,bowled,193.75,9,1,0,0,3,0,3,0,168,Sunrisers Hyderabad,
2025,India,Delhi,"Arun Jaitley Stadium, Delhi",25-05-2025,68th Match,2,1,Q de Kock,Kolkata Knight Riders,Sunrisers Hyderabad,13,9,caught,69.23,4,9,0,0,0,0,0,0,168,Sunrisers Hyderabad,
2025,India,Delhi,"Arun Jaitley Stadium, Delhi",25-05-2025,68th Match,1,5,Aniket Verma,Sunrisers Hyderabad,Kolkata Knight Riders,6,12,not out,200.0,2,2,0,0,1,0,1,0,278,Sunrisers Hyderabad,
2025,India,Delhi,"Arun Jaitley Stadium, Delhi",25-05-2025,68th Match,1,4,Ishan Kishan,Sunrisers Hyderabad,Kolkata Knight Riders,20,29,caught,145.0,8,7,0,0,4,0,1,0,278,Sunrisers Hyderabad,
2025,India,Delhi,"Arun Jaitley Stadium, Delhi",25-05-2025,68th Match,1,3,H Klaasen,Sunrisers Hyderabad,Kolkata Knight Riders,39,105,not out,269.23,4,15,4,0,7,0,9,0,278,Sunrisers Hyderabad,
2025,India,Delhi,"Arun Jaitley Stadium, Delhi",25-05-2025,68th Match,1,2,TM Head,Sunrisers Hyderabad,Kolkata Knight Riders,40,76,caught,190.0,14,12,2,0,6,0,6,0,278,Sunrisers Hyderabad,
2025,India,Delhi,"Arun Jaitley Stadium, Delhi",25-05-2025,68th Match,1,1,Abhishek Sharma,Sunrisers Hyderabad,Kolkata Knight Riders,16,32,caught,200.0,6,4,0,0,4,0,2,0,278,Sunrisers Hyderabad,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",25-05-2025,67th Match,2,11,Mohammed Siraj,Gujarat Titans,Chennai Super Kings,4,3,not out,75.0,2,1,1,0,0,0,0,0,147,Chennai Super Kings,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",25-05-2025,67th Match,2,10,R Sai Kishore,Gujarat Titans,Chennai Super Kings,7,3,caught,42.85,4,3,0,0,0,0,0,0,147,Chennai Super Kings,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",25-05-2025,67th Match,2,9,Arshad Khan,Gujarat Titans,Chennai Super Kings,14,20,bowled,142.85,9,2,0,0,0,0,3,0,147,Chennai Super Kings,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",25-05-2025,67th Match,2,8,G Coetzee,Gujarat Titans,Chennai Super Kings,5,5,bowled,100.0,3,1,0,0,1,0,0,0,147,Chennai Super Kings,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",25-05-2025,67th Match,2,7,Rashid Khan,Gujarat Titans,Chennai Super Kings,8,12,caught,150.0,4,2,0,0,1,0,1,0,147,Chennai Super Kings,
2025,India,Ahmedabad,"Narendra Modi Stadium, Motera, Ahmedabad",25-05-2025,67th Match,2,6,R Tewatia,Gujarat Titans,Chennai Super Kings,10,14,caught,140.0,2,4,3,0,1,0,0,0,147,Chennai Super Kings,
